url,name,birthday,congress_term,total_bills
https://www.congress.gov/member/frank-denholm/D000234,Representative Frank E. Denholm,(1923 - 2016),In Congress 1971 - 1975,192
https://www.congress.gov/member/david-dennis/D000241,Representative David W. Dennis,(1912 - 1999),In Congress 1969 - 1975,51
https://www.congress.gov/member/charles-dent/D000604,Representative Charles W. Dent,(1960 - ),In Congress 2005 - 2018,1525
https://www.congress.gov/member/john-dent/D000255,Representative John H. Dent,(1908 - 1988),In Congress 1957 - 1979,538
https://www.congress.gov/member/jeremiah-denton/D000259,Senator Jeremiah Denton,(1924 - 2014),In Congress 1981 - 1987,1024
https://www.congress.gov/member/butler-derrick/D000267,Representative Butler C. Derrick,(1936 - 2014),In Congress 1975 - 1995,1771
https://www.congress.gov/member/edward-derwinski/D000269,Representative Edward J. Derwinski,(1926 - 2012),In Congress 1959 - 1983,1451
https://www.congress.gov/member/ron-desantis/D000621,Representative Ron DeSantis,(1978 - ),In Congress 2013 - 2018,602
https://www.congress.gov/member/mark-desaulnier/D000623,Representative Mark DeSaulnier,(1952 - ),In Congress 2015 - Present |,1960
https://www.congress.gov/member/scott-desjarlais/D000616,Representative Scott DesJarlais,(1964 - ),In Congress 2011 - Present |,1077
https://www.congress.gov/member/theodore-deutch/D000610,Representative Theodore E. Deutch,(1966 - ),In Congress 2010 - Present |,2302
https://www.congress.gov/member/peter-deutsch/D000275,Representative Peter Deutsch,(1957 - ),In Congress 1993 - 2005,1818
https://www.congress.gov/member/samuel-devine/D000279,Representative Samuel L. Devine,(1915 - 1997),In Congress 1959 - 1981,699
https://www.congress.gov/member/michael-dewine/D000294,Senator Mike DeWine,(1947 - ),"In Congress 1983 - 1991, 1995 - 2007",4041
https://www.congress.gov/member/lincoln-diaz-balart/D000299,Representative Lincoln Diaz-Balart,(1954 - ),In Congress 1993 - 2011,2053
https://www.congress.gov/member/mario-diaz-balart/D000600,Representative Mario Diaz-Balart,(1961 - ),In Congress 2003 - Present |,1792
https://www.congress.gov/member/jay-dickey/D000312,Representative Jay Dickey,(1939 - 2017),In Congress 1993 - 2001,844
https://www.congress.gov/member/william-dickinson/D000326,Representative William L. Dickinson,(1925 - 2008),In Congress 1965 - 1993,1589
https://www.congress.gov/member/norman-dicks/D000327,Representative Norman D. Dicks,(1940 - ),In Congress 1977 - 2013,3419
https://www.congress.gov/member/charles-diggs/D000344,Representative Charles C. Diggs Jr.,(1922 - 1998),In Congress 1955 - 1981,941
https://www.congress.gov/member/debbie-dingell/D000624,Representative Debbie Dingell,(1953 - ),In Congress 2015 - Present |,1596
https://www.congress.gov/member/john-dingell/D000355,Representative John D. Dingell,(1926 - 2019),In Congress 1955 - 2015,3988
https://www.congress.gov/member/joseph-dioguardi/D000359,Representative Joseph J. DioGuardi,(1940 - ),In Congress 1985 - 1989,1029
https://www.congress.gov/member/alan-dixon/D000366,Senator Alan J. Dixon,(1927 - 2014),In Congress 1981 - 1993,2633
https://www.congress.gov/member/julian-dixon/D000373,Representative Julian C. Dixon,(1934 - 2000),In Congress 1979 - 2003,3335
https://www.congress.gov/member/charles-djou/D000611,Representative Charles K. Djou,(1970 - ),In Congress 2010 - 2011,86
https://www.congress.gov/member/christopher-dodd/D000388,Senator Christopher J. Dodd,(1944 - ),In Congress 1975 - 2011,7464
https://www.congress.gov/member/lloyd-doggett/D000399,Representative Lloyd Doggett,(1946 - ),In Congress 1995 - Present |,2835
https://www.congress.gov/member/robert-dold/D000613,Representative Robert J. Dold,(1969 - ),"In Congress 2011 - 2013, 2015 - 2017",562
https://www.congress.gov/member/elizabeth-dole/D000601,Senator Elizabeth Dole,(1936 - ),In Congress 2003 - 2009,948
https://www.congress.gov/member/robert-dole/D000401,Senator Robert J. Dole,(1923 - ),In Congress 1961 - 1997,6086
https://www.congress.gov/member/pete-domenici/D000407,Senator Pete V. Domenici,(1932 - 2017),In Congress 1973 - 2009,6067
https://www.congress.gov/member/peter-dominick/D000409,Senator Peter H. Dominick,(1915 - 1981),"In Congress 1961 - 1963, 1973 - 1975",224
https://www.congress.gov/member/brian-donnelly/D000416,Representative Brian J. Donnelly,(1946 - ),In Congress 1979 - 1993,2041
https://www.congress.gov/member/joe-donnelly/D000607,Senator Joe Donnelly,(1955 - ),In Congress 2007 - 2019,1419
https://www.congress.gov/member/harold-donohue/D000419,Representative Harold D. Donohue,(1901 - 1984),In Congress 1947 - 1975,124
https://www.congress.gov/member/daniel-donovan/D000625,"Representative Daniel M. Donovan, Jr.",(1956 - ),In Congress 2015 - 2019,613
https://www.congress.gov/member/cal-dooley/D000424,Representative Calvin M. Dooley,(1954 - ),In Congress 1991 - 2005,1306
https://www.congress.gov/member/john-doolittle/D000429,Representative John T. Doolittle,(1950 - ),In Congress 1991 - 2009,2989
https://www.congress.gov/member/byron-dorgan/D000432,Senator Byron L. Dorgan,(1942 - ),In Congress 1981 - 2011,5204
https://www.congress.gov/member/william-dorn/D000434,Representative William Jennings Bryan Dorn,(1916 - 2005),"In Congress 1947 - 1949, 1951 - 1975",159
https://www.congress.gov/member/robert-dornan/D000435,Representative Robert K. Dornan,(1933 - ),"In Congress 1977 - 1983, 1985 - 1997",4692
https://www.congress.gov/member/charles-dougherty/D000446,Representative Charles F. Dougherty,(1937 - ),In Congress 1979 - 1983,823
https://www.congress.gov/member/chuck-douglas/D000451,Representative Chuck Douglas,(1942 - ),In Congress 1989 - 1991,270
https://www.congress.gov/member/wayne-dowdy/D000466,Representative Wayne Dowdy,(1943 - ),In Congress 1981 - 1989,1050
https://www.congress.gov/member/thomas-downey/D000471,Representative Thomas J. Downey,(1949 - ),In Congress 1975 - 1993,3692
https://www.congress.gov/member/thomas-downing/D000474,Representative Thomas N. Downing,(1919 - 2001),In Congress 1959 - 1977,314
https://www.congress.gov/member/mike-doyle/D000482,Representative Michael F. Doyle,(1953 - ),In Congress 1995 - Present |,4035
https://www.congress.gov/member/thelma-drake/D000605,Representative Thelma D. Drake,(1949 - ),In Congress 2005 - 2009,695
https://www.congress.gov/member/david-dreier/D000492,Representative David Dreier,(1952 - ),In Congress 1981 - 2013,2815
https://www.congress.gov/member/steve-driehaus/D000609,Representative Steve Driehaus,(1966 - ),In Congress 2009 - 2011,244
https://www.congress.gov/member/robert-drinan/D000499,Representative Robert F. Drinan,(1920 - 2007),In Congress 1971 - 1981,1844
https://www.congress.gov/member/pierre-du-pont/D000558,Representative Pierre S. du Pont IV,(1935 - ),In Congress 1971 - 1977,261
https://www.congress.gov/member/tammy-duckworth/D000622,Senator Tammy Duckworth,(1968 - ),In Congress 2013 - Present |,1979
https://www.congress.gov/member/sean-duffy/D000614,Representative Sean P. Duffy,(1971 - ),In Congress 2011 - 2019,835
https://www.congress.gov/member/thaddeus-dulski/D000523,Representative Thaddeus J. Dulski,(1915 - 1988),In Congress 1959 - 1975,225
https://www.congress.gov/member/jeff-duncan/D000615,Representative Jeff Duncan,(1966 - ),In Congress 2011 - Present |,1634
https://www.congress.gov/member/john-duncan/D000534,Representative John J. Duncan,(1919 - 1988),In Congress 1965 - 1989,2675
https://www.congress.gov/member/john-duncan/D000533,"Representative John J. Duncan, Jr.",(1947 - ),In Congress 1987 - 2019,4000
https://www.congress.gov/member/robert-duncan/D000537,Representative Robert B. Duncan,(1920 - 2011),"In Congress 1963 - 1967, 1975 - 1981",436
https://www.congress.gov/member/jennifer-dunn/D000549,Representative Jennifer Dunn,(1941 - 2007),In Congress 1993 - 2005,1337
https://www.congress.gov/member/jim-dunn/D000548,Representative Jim Dunn,(1943 - ),In Congress 1981 - 1983,217
https://www.congress.gov/member/neal-dunn/D000628,Representative Neal P. Dunn,(1953 - ),In Congress 2017 - Present |,421
https://www.congress.gov/member/richard-durbin/D000563,Senator Richard J. Durbin,(1944 - ),In Congress 1983 - Present |,10306
https://www.congress.gov/member/david-durenberger/D000566,Senator Dave Durenberger,(1934 - ),In Congress 1977 - 1995,3823
https://www.congress.gov/member/john-durkin/D000574,Senator John A. Durkin,(1936 - 2012),In Congress 1975 - 1981,535
https://www.congress.gov/member/bernard-dwyer/D000586,Representative Bernard J. Dwyer,(1921 - 1998),In Congress 1981 - 1993,3704
https://www.congress.gov/member/mervyn-dymally/D000592,Representative Mervyn M. Dymally,(1926 - 2012),In Congress 1981 - 1993,3435
https://www.congress.gov/member/royden-dyson/D000593,Representative Roy Dyson,(1948 - ),In Congress 1981 - 1991,1929
https://www.congress.gov/member/thomas-eagleton/E000004,Senator Thomas F. Eagleton,(1929 - 2007),In Congress 1967 - 1987,1366
https://www.congress.gov/member/joseph-early/E000013,Representative Joseph D. Early,(1933 - 2012),In Congress 1975 - 1993,656
https://www.congress.gov/member/john-east/E000017,Senator John P. East,(1931 - 1986),In Congress 1981 - 1987,758
https://www.congress.gov/member/james-eastland/E000018,Senator James O. Eastland,(1904 - 1986),In Congress 1941 - 1979,395
https://www.congress.gov/member/dennis-eckart/E000031,Representative Dennis E. Eckart,(1950 - ),In Congress 1981 - 1993,2371
https://www.congress.gov/member/fred-eckert/E000033,Representative Fred J. Eckert,(1941 - ),In Congress 1985 - 1987,136
https://www.congress.gov/member/bob-eckhardt/E000035,Representative Bob Eckhardt,(1913 - 2001),In Congress 1967 - 1981,490
https://www.congress.gov/member/robert-edgar/E000043,Representative Robert W. Edgar,(1943 - 2013),In Congress 1975 - 1987,3318
https://www.congress.gov/member/chet-edwards/E000063,Representative Chet Edwards,(1951 - ),In Congress 1991 - 2011,1485
https://www.congress.gov/member/don-edwards/E000064,Representative Don Edwards,(1915 - 2015),In Congress 1963 - 1995,4288
https://www.congress.gov/member/donna-edwards/E000290,Representative Donna F. Edwards,(1958 - ),In Congress 2008 - 2017,1493
https://www.congress.gov/member/jack-edwards/E000084,Representative Jack Edwards,(1928 - 2019),In Congress 1965 - 1985,708
https://www.congress.gov/member/john-edwards/E000286,Senator John Edwards,(1953 - ),In Congress 1999 - 2005,805
https://www.congress.gov/member/mickey-edwards/E000077,Representative Mickey Edwards,(1937 - ),In Congress 1977 - 1993,2109
https://www.congress.gov/member/vernon-ehlers/E000092,Representative Vernon J. Ehlers,(1934 - 2017),In Congress 1993 - 2011,2197
https://www.congress.gov/member/robert-ehrlich/E000093,Representative Robert L. Ehrlich Jr.,(1957 - ),In Congress 1995 - 2003,767
https://www.congress.gov/member/joshua-eilberg/E000096,Representative Joshua Eilberg,(1921 - 2004),In Congress 1967 - 1979,1672
https://www.congress.gov/member/keith-ellison/E000288,Representative Keith Ellison,(1963 - ),In Congress 2007 - 2019,3968
https://www.congress.gov/member/renee-ellmers/E000291,Representative Renee L. Ellmers,(1964 - ),In Congress 2011 - 2017,861
https://www.congress.gov/member/brad-ellsworth/E000289,Representative Brad Ellsworth,(1958 - ),In Congress 2007 - 2011,581
https://www.congress.gov/member/rahm-emanuel/E000287,Representative Rahm Emanuel,(1959 - ),In Congress 2003 - 2009,1277
https://www.congress.gov/member/bill-emerson/E000174,Representative Bill Emerson,(1938 - 1996),In Congress 1981 - 1997,3600
https://www.congress.gov/member/jo-emerson/E000172,Representative Jo Ann Emerson,(1950 - ),In Congress 1997 - 2013,2316
https://www.congress.gov/member/david-emery/E000175,Representative David F. Emery,(1948 - ),In Congress 1975 - 1983,833
https://www.congress.gov/member/tom-emmer/E000294,Representative Tom Emmer,(1961 - ),In Congress 2015 - Present |,749
https://www.congress.gov/member/eliot-engel/E000179,Representative Eliot L. Engel,(1947 - ),In Congress 1989 - Present |,7761
https://www.congress.gov/member/glenn-english/E000184,Representative Glenn English,(1940 - ),In Congress 1975 - 1995,1836
https://www.congress.gov/member/karan-english/E000186,Representative Karan English,(1949 - ),In Congress 1993 - 1995,135
https://www.congress.gov/member/phil-english/E000187,Representative Phil English,(1956 - ),In Congress 1995 - 2009,4132
https://www.congress.gov/member/john-ensign/E000194,Senator John Ensign,(1958 - ),"In Congress 1995 - 1999, 2001 - 2011",2178
https://www.congress.gov/member/william-enyart/E000292,Representative William L. Enyart,(1949 - ),In Congress 2013 - 2015,496
https://www.congress.gov/member/michael-enzi/E000285,Senator Michael B. Enzi,(1944 - ),In Congress 1997 - Present |,3471
https://www.congress.gov/member/arlen-erdahl/E000198,Representative Arlen Erdahl,(1931 - ),In Congress 1979 - 1983,590
https://www.congress.gov/member/ben-erdreich/E000201,Representative Ben Erdreich,(1938 - ),In Congress 1983 - 1993,1575
https://www.congress.gov/member/john-erlenborn/E000204,Representative John N. Erlenborn,(1927 - 2005),In Congress 1965 - 1985,610
https://www.congress.gov/member/joni-ernst/E000295,Senator Joni  Ernst,(1970 - ),In Congress 2015 - Present |,1074
https://www.congress.gov/member/allen-ertel/E000208,Representative Allen E. Ertel,(1937 - 2015),In Congress 1977 - 1983,836
https://www.congress.gov/member/samuel-ervin/E000211,Senator Sam J. Ervin Jr.,(1896 - 1985),"In Congress 1945 - 1947, 1973 - 1975",174
https://www.congress.gov/member/marvin-esch/E000213,Representative Marvin L. Esch,(1927 - 2010),In Congress 1967 - 1977,439
https://www.congress.gov/member/veronica-escobar/E000299,Representative Veronica Escobar,(1969 - ),In Congress 2019 - Present |,505
https://www.congress.gov/member/edwin-eshleman/E000214,Representative Edwin D. Eshleman,(1920 - 1985),In Congress 1967 - 1977,245
https://www.congress.gov/member/anna-eshoo/E000215,Representative Anna G. Eshoo,(1942 - ),In Congress 1993 - Present |,5540
https://www.congress.gov/member/adriano-espaillat/E000297,Representative Adriano Espaillat,(1954 - ),In Congress 2017 - Present |,1402
https://www.congress.gov/member/mike-espy/E000218,Representative Mike Espy,(1953 - ),In Congress 1987 - 1995,1773
https://www.congress.gov/member/ron-estes/E000298,Representative Ron Estes,(1956 - ),In Congress 2017 - Present |,284
https://www.congress.gov/member/elizabeth-esty/E000293,Representative Elizabeth H. Esty,(1959 - ),In Congress 2013 - 2019,1222
https://www.congress.gov/member/bob-etheridge/E000226,Representative Bob Etheridge,(1941 - ),In Congress 1997 - 2011,1868
https://www.congress.gov/member/billy-evans/E000233,Representative Billy Lee Evans,(1941 - ),In Congress 1977 - 1983,849
https://www.congress.gov/member/cooper-evans/E000259,Representative Cooper Evans,(1924 - 2005),In Congress 1981 - 1987,755
https://www.congress.gov/member/daniel-evans/E000236,Senator Daniel J. Evans,(1925 - ),In Congress 1983 - 1989,633
https://www.congress.gov/member/david-evans/E000239,Representative David W. Evans,(1946 - ),In Congress 1975 - 1983,331
https://www.congress.gov/member/dwight-evans/E000296,Representative Dwight Evans,(1954 - ),In Congress 2016 - Present |,1178
https://www.congress.gov/member/frank-evans/E000240,Representative Frank E. Evans,(1923 - 2010),In Congress 1965 - 1979,187
https://www.congress.gov/member/lane-evans/E000250,Representative Lane Evans,(1951 - 2014),In Congress 1983 - 2007,7083
https://www.congress.gov/member/melvin-evans/E000254,Delegate Melvin H. Evans,(1917 - 1984),In Congress 1979 - 1981,258
https://www.congress.gov/member/thomas-evans/E000258,Representative Thomas B. Evans Jr.,(1931 - ),In Congress 1977 - 1983,526
https://www.congress.gov/member/terry-everett/E000268,Representative Terry Everett,(1937 - ),In Congress 1993 - 2009,1042
https://www.congress.gov/member/joseph-evins/E000273,Representative Joe L. Evins,(1910 - 1984),In Congress 1947 - 1977,131
https://www.congress.gov/member/thomas-ewing/E000282,Representative Thomas W. Ewing,(1935 - ),In Congress 1991 - 2001,1110
https://www.congress.gov/member/john-exon/E000284,Senator J. James Exon,(1921 - 2005),In Congress 1979 - 1997,2558
https://www.congress.gov/member/duncan-faircloth/F000437,Senator Lauch Faircloth,(1928 - ),In Congress 1993 - 1999,871
https://www.congress.gov/member/eni-faleomavaega/F000010,Delegate Eni F. H. Faleomavaega,(1943 - 2017),In Congress 1989 - 2015,3730
https://www.congress.gov/member/mary-fallin/F000453,Representative Mary Fallin,(1954 - ),In Congress 2007 - 2011,597
https://www.congress.gov/member/paul-fannin/F000013,Senator Paul J. Fannin,(1907 - 2002),In Congress 1965 - 1977,527
https://www.congress.gov/member/blake-farenthold/F000460,Representative Blake Farenthold,(1961 - ),In Congress 2011 - 2018,1286
https://www.congress.gov/member/sam-farr/F000030,Representative Sam Farr,(1941 - ),In Congress 1993 - 2017,4847
https://www.congress.gov/member/john-fary/F000040,Representative John G. Fary,(1911 - 1984),In Congress 1975 - 1983,505
https://www.congress.gov/member/dante-fascell/F000041,Representative Dante B. Fascell,(1917 - 1998),In Congress 1955 - 1993,3352
https://www.congress.gov/member/john-faso/F000464,Representative John J. Faso,(1952 - ),In Congress 2017 - 2019,367
https://www.congress.gov/member/chaka-fattah/F000043,Representative Chaka Fattah,(1956 - ),In Congress 1995 - 2016,3572
https://www.congress.gov/member/walter-fauntroy/F000046,Delegate Walter E. Fauntroy,(1933 - ),In Congress 1971 - 1991,4672
https://www.congress.gov/member/harris-fawell/F000049,Representative Harris W. Fawell,(1929 - ),In Congress 1985 - 1999,2053
https://www.congress.gov/member/vic-fazio/F000053,Representative Vic Fazio,(1942 - ),In Congress 1979 - 1999,5951
https://www.congress.gov/member/tom-feeney/F000447,Representative Tom Feeney,(1958 - ),In Congress 2003 - 2009,1008
https://www.congress.gov/member/edward-feighan/F000059,Representative Edward F. Feighan,(1947 - ),In Congress 1983 - 1993,2496
https://www.congress.gov/member/russell-feingold/F000061,Senator Russell D. Feingold,(1953 - ),In Congress 1993 - 2011,3829
https://www.congress.gov/member/dianne-feinstein/F000062,Senator Dianne Feinstein,(1933 - ),In Congress 1992 - Present |,7685
https://www.congress.gov/member/millicent-fenwick/F000078,Representative Millicent H. Fenwick,(1910 - 1992),In Congress 1975 - 1983,1370
https://www.congress.gov/member/a-ferguson/F000465,Representative A. Drew Ferguson IV,(1966 - ),In Congress 2017 - Present |,364
https://www.congress.gov/member/mike-ferguson/F000443,Representative Mike Ferguson,(1970 - ),In Congress 2001 - 2009,842
https://www.congress.gov/member/geraldine-ferraro/F000088,Representative Geraldine A. Ferraro,(1935 - 2011),In Congress 1979 - 1985,996
https://www.congress.gov/member/bobbi-fiedler/F000102,Representative Bobbi Fiedler,(1937 - 2019),In Congress 1981 - 1987,475
https://www.congress.gov/member/cleo-fields/F000110,Representative Cleo Fields,(1962 - ),In Congress 1993 - 1997,241
https://www.congress.gov/member/jack-fields/F000111,Representative Jack Fields,(1952 - ),In Congress 1981 - 1997,1893
https://www.congress.gov/member/bob-filner/F000116,Representative Bob Filner,(1942 - ),In Congress 1993 - 2013,7358
https://www.congress.gov/member/stephen-fincher/F000458,Representative Stephen Lee Fincher,(1973 - ),In Congress 2011 - 2017,602
https://www.congress.gov/member/paul-findley/F000123,Representative Paul Findley,(1921 - 2019),In Congress 1961 - 1983,954
https://www.congress.gov/member/eric-fingerhut/F000128,Representative Eric D. Fingerhut,(1959 - ),In Congress 1993 - 1995,337
https://www.congress.gov/member/abby-finkenauer/F000467,Representative Abby Finkenauer,(1988 - ),In Congress 2019 - Present |,447
https://www.congress.gov/member/deb-fischer/F000463,Senator Deb  Fischer,(1951 - ),In Congress 2013 - Present |,1056
https://www.congress.gov/member/hamilton-fish/F000141,Representative Hamilton Fish Jr.,(1926 - 1996),In Congress 1969 - 1995,5465
https://www.congress.gov/member/joseph-fisher/F000151,Representative Joesph L. Fisher,(1914 - 1992),In Congress 1975 - 1981,532
https://www.congress.gov/member/ovie-fisher/F000152,Representative O. C. Fisher,(1903 - 1994),In Congress 1943 - 1975,170
https://www.congress.gov/member/floyd-fithian/F000161,Representative Floyd J. Fithian,(1928 - 2003),In Congress 1975 - 1983,812
https://www.congress.gov/member/peter-fitzgerald/F000442,Senator Peter Fitzgerald,(1960 - ),In Congress 1999 - 2005,978
https://www.congress.gov/member/brian-fitzpatrick/F000466,Representative Brian K. Fitzpatrick,(1973 - ),In Congress 2017 - Present |,1882
https://www.congress.gov/member/michael-fitzpatrick/F000451,Representative Michael G. Fitzpatrick,(1963 - 2020),"In Congress 2005 - 2007, 2011 - 2017",1306
https://www.congress.gov/member/floyd-flake/F000184,Representative Floyd H. Flake,(1945 - ),In Congress 1987 - 1999,1378
https://www.congress.gov/member/jeff-flake/F000444,Senator Jeff Flake,(1962 - ),In Congress 2001 - 2019,2359
https://www.congress.gov/member/michael-flanagan/F000187,Representative Michael Patrick Flanagan,(1962 - ),In Congress 1995 - 1997,150
https://www.congress.gov/member/charles-fleischmann/F000459,"Representative Charles J. ""Chuck"" Fleischmann",(1962 - ),In Congress 2011 - Present |,842
https://www.congress.gov/member/john-fleming/F000456,Representative John Fleming,(1951 - ),In Congress 2009 - 2017,991
https://www.congress.gov/member/ernest-fletcher/F000441,Representative Ernie Fletcher,(1952 - ),In Congress 1999 - 2003,484
https://www.congress.gov/member/lizzie-fletcher/F000468,Representative Lizzie Fletcher,(1975 - ),In Congress 2019 - Present |,296
https://www.congress.gov/member/ronnie-flippo/F000208,Representative Ronnie G. Flippo,(1937 - ),In Congress 1977 - 1991,1313
https://www.congress.gov/member/daniel-flood/F000209,Representative Daniel J. Flood,(1903 - 1994),"In Congress 1945 - 1947, 1949 - 1953, 1955 - 1981",792
https://www.congress.gov/member/bill-flores/F000461,Representative Bill Flores,(1954 - ),In Congress 2011 - Present |,1409
https://www.congress.gov/member/james-florio/F000215,Representative James J. Florio,(1937 - ),In Congress 1975 - 1991,2567
https://www.congress.gov/member/walter-flowers/F000218,Representative Walter Flowers,(1933 - 1984),In Congress 1969 - 1979,288
https://www.congress.gov/member/john-flynt/F000229,Representative John J. Flynt Jr.,(1914 - 2007),In Congress 1953 - 1979,225
https://www.congress.gov/member/thomas-foglietta/F000235,Representative Thomas M. Foglietta,(1928 - 2004),In Congress 1981 - 1999,4230
https://www.congress.gov/member/mark-foley/F000238,Representative Mark Foley,(1954 - ),In Congress 1995 - 2007,2507
https://www.congress.gov/member/thomas-foley/F000239,Representative Thomas S. Foley,(1929 - 2013),In Congress 1965 - 1995,1410
https://www.congress.gov/member/hiram-fong/F000245,Senator Hiram L. Fong,(1906 - 2004),In Congress 1959 - 1977,246
https://www.congress.gov/member/j-forbes/F000445,Representative J. Randy Forbes,(1952 - ),In Congress 2001 - 2017,2077
https://www.congress.gov/member/michael-forbes/F000257,Representative Michael P. Forbes,(1952 - ),In Congress 1995 - 2001,908
https://www.congress.gov/member/gerald-ford/F000260,Representative Gerald R. Ford Jr.,(1913 - 2006),In Congress 1949 - 1975,59
https://www.congress.gov/member/harold-ford/F000261,Representative Harold E. Ford,(1945 - ),In Congress 1975 - 1997,3344
https://www.congress.gov/member/harold-ford/F000262,Representative Harold E. Ford Jr.,(1970 - ),In Congress 1997 - 2007,1696
https://www.congress.gov/member/wendell-ford/F000268,Senator Wendell H. Ford,(1924 - 2015),In Congress 1975 - 1999,3029
https://www.congress.gov/member/william-ford/F000270,Representative William D. Ford,(1927 - 2004),In Congress 1965 - 1995,2889
https://www.congress.gov/member/edwin-forsythe/F000286,Representative Edwin B. Forsythe,(1916 - 1984),In Congress 1969 - 1985,2438
https://www.congress.gov/member/jeff-fortenberry/F000449,Representative Jeff Fortenberry,(1960 - ),In Congress 2005 - Present |,1750
https://www.congress.gov/member/luis-fortuno/F000452,Resident Commissioner Luis G. Fortuno,(1960 - ),In Congress 2005 - 2009,664
https://www.congress.gov/member/vito-fossella/F000440,Representative Vito Fossella,(1965 - ),In Congress 1997 - 2009,1253
https://www.congress.gov/member/bill-foster/F000454,Representative Bill Foster,(1955 - ),"In Congress 2008 - 2011, 2013 - Present |",1906
https://www.congress.gov/member/lawrence-fountain/F000319,Representative L. H. Fountain,(1913 - 2002),In Congress 1953 - 1983,483
https://www.congress.gov/member/tillie-fowler/F000328,Representative Tillie Fowler,(1942 - 2005),In Congress 1993 - 2001,898
https://www.congress.gov/member/wyche-fowler/F000329,Senator Wyche Fowler Jr.,(1940 - ),In Congress 1977 - 1993,1502
https://www.congress.gov/member/jon-fox/F000332,Representative Jon D. Fox,(1947 - 2018),In Congress 1995 - 1999,797
https://www.congress.gov/member/virginia-foxx/F000450,Representative Virginia Foxx,(1943 - ),In Congress 2005 - Present |,1555
https://www.congress.gov/member/sheila-frahm/F000438,Senator Sheila Frahm,(1945 - ),In Congress 1995 - 1997,22
https://www.congress.gov/member/barney-frank/F000339,Representative Barney Frank,(1940 - ),In Congress 1981 - 2013,11043
https://www.congress.gov/member/lois-frankel/F000462,Representative Lois Frankel,(1948 - ),In Congress 2013 - Present |,1312
https://www.congress.gov/member/al-franken/F000457,Senator Al  Franken ,(1951 - ),In Congress 2009 - 2018,2296
https://www.congress.gov/member/william-franklin/F000347,Representative William W. Franklin,(1941 - ),In Congress 1983 - 1987,366
https://www.congress.gov/member/bob-franks/F000349,Representative Bob Franks,(1951 - 2010),In Congress 1993 - 2001,970
https://www.congress.gov/member/gary-franks/F000348,Representative Gary A. Franks,(1953 - ),In Congress 1991 - 1997,595
https://www.congress.gov/member/trent-franks/F000448,Representative Trent Franks,(1957 - ),In Congress 2003 - 2017,2802
https://www.congress.gov/member/donald-fraser/F000350,Representative Donald M. Fraser,(1924 - 2019),In Congress 1963 - 1979,1396
https://www.congress.gov/member/victor-frazer/F000351,Delegate Victor O. Frazer,(1943 - ),In Congress 1995 - 1997,278
https://www.congress.gov/member/peter-frelinghuysen/F000371,Representative Peter H. B. Frelinghuysen,(1916 - 2011),In Congress 1953 - 1975,80
https://www.congress.gov/member/rodney-frelinghuysen/F000372,Representative Rodney P. Frelinghuysen,(1946 - ),In Congress 1995 - 2019,1615
https://www.congress.gov/member/william-frenzel/F000380,Representative Bill Frenzel,(1928 - 2014),In Congress 1971 - 1991,3626
https://www.congress.gov/member/louis-frey/F000381,Representative Lou Frey Jr.,(1934 - 2019),In Congress 1969 - 1979,615
https://www.congress.gov/member/daniel-frisa/F000387,Representative Dan Frisa,(1955 - ),In Congress 1995 - 1997,110
https://www.congress.gov/member/william-frist/F000439,Senator William H. Frist,(1952 - ),In Congress 1995 - 2007,1507
https://www.congress.gov/member/harold-froehlich/F000388,Representative Harold V. Froehlich,(1932 - ),In Congress 1973 - 1975,214
https://www.congress.gov/member/martin-frost/F000392,Representative Martin Frost,(1942 - ),In Congress 1979 - 2005,9171
https://www.congress.gov/member/marcia-fudge/F000455,Representative Marcia L. Fudge,(1952 - ),In Congress 2008 - Present |,2294
https://www.congress.gov/member/james-fulbright/F000401,Senator James Fulbright,(1905 - 1995),"In Congress 1943 - 1947, 1973 - 1975",121
https://www.congress.gov/member/russ-fulcher/F000469,Representative Russ Fulcher,(1962 - ),In Congress 2019 - Present |,120
https://www.congress.gov/member/richard-fulton/F000424,Representative Richard Fulton,(1927 - 2018),In Congress 1963 - 1977,273
https://www.congress.gov/member/david-funderburk/F000426,Representative David Funderburk,(1944 - ),In Congress 1995 - 1997,236
https://www.congress.gov/member/don-fuqua/F000430,Representative Don Fuqua,(1933 - ),In Congress 1963 - 1987,1677
https://www.congress.gov/member/elizabeth-furse/F000434,Representative Elizabeth Furse,(1936 - ),In Congress 1993 - 1999,1316
https://www.congress.gov/member/jamie-fuster/F000435,Resident Commissioner Jamie B. Fuster,(1941 - 2007),In Congress 1985 - 1993,1950
https://www.congress.gov/member/tulsi-gabbard/G000571,Representative Tulsi Gabbard,(1981 - ),In Congress 2013 - Present |,1394
https://www.congress.gov/member/matt-gaetz/G000578,Representative Matt Gaetz,(1982 - ),In Congress 2017 - Present |,753
https://www.congress.gov/member/mike-gallagher/G000579,Representative Mike Gallagher,(1984 - ),In Congress 2017 - Present |,582
https://www.congress.gov/member/elton-gallegly/G000021,Representative Elton Gallegly,(1944 - ),In Congress 1987 - 2013,3525
https://www.congress.gov/member/pete-gallego/G000572,Representative Pete P. Gallego,(1961 - ),In Congress 2013 - 2015,204
https://www.congress.gov/member/ruben-gallego/G000574,Representative Ruben Gallego,(1979 - ),In Congress 2015 - Present |,1496
