url,name,birthday,congress_term,total_bills
https://www.congress.gov/member/greg-laughlin/L000119,Representative Greg Laughlin,(1942 - ),In Congress 1989 - 1997,713
https://www.congress.gov/member/frank-lautenberg/L000123,Senator Frank R. Lautenberg,(1924 - 2013),"In Congress 1983 - 2001, 2003 - 2013",6831
https://www.congress.gov/member/brenda-lawrence/L000581,Representative Brenda L. Lawrence,(1954 - ),In Congress 2015 - Present |,1338
https://www.congress.gov/member/al-lawson/L000586,"Representative Al Lawson, Jr.",(1948 - ),In Congress 2017 - Present |,824
https://www.congress.gov/member/paul-laxalt/L000148,Senator Paul D. Laxalt,(1922 - 2018),In Congress 1973 - 1987,1276
https://www.congress.gov/member/rick-lazio/L000155,Representative Rick Lazio,(1958 - ),In Congress 1993 - 2001,747
https://www.congress.gov/member/anthony-leach/L000167,Representative Claude (Buddy) Leach Jr.,(1934 - ),In Congress 1979 - 1981,273
https://www.congress.gov/member/jim-leach/L000169,Representative James A. Leach,(1942 - ),In Congress 1977 - 2007,3894
https://www.congress.gov/member/patrick-leahy/L000174,Senator Patrick J. Leahy,(1940 - ),In Congress 1975 - Present |,8865
https://www.congress.gov/member/james-leath/L000180,Representative Marvin Leath,(1931 - 2000),In Congress 1979 - 1991,969
https://www.congress.gov/member/john-leboutillier/L000547,Representative John LeBoutillier,(1953 - ),In Congress 1981 - 1983,407
https://www.congress.gov/member/raymond-lederer/L000187,Representative Raymond F. Lederer,(1938 - 2008),In Congress 1977 - 1983,562
https://www.congress.gov/member/barbara-lee/L000551,Representative Barbara Lee,(1946 - ),In Congress 1997 - Present |,9029
https://www.congress.gov/member/christopher-lee/L000568,Representative Christopher J. Lee,(1964 - ),In Congress 2009 - 2011,366
https://www.congress.gov/member/gary-lee/L000192,Representative Gary A. Lee,(1933 - ),In Congress 1979 - 1983,498
https://www.congress.gov/member/mike-lee/L000577,Senator Mike Lee,(1971 - ),In Congress 2011 - Present |,1752
https://www.congress.gov/member/susie-lee/L000590,Representative Susie Lee,(1966 - ),In Congress 2019 - Present |,405
https://www.congress.gov/member/joseph-lefante/L000561,Representative Joseph A. LeFante,(1928 - 1997),In Congress 1977 - 1979,226
https://www.congress.gov/member/robert-leggett/L000221,Representative Robert L. Leggett,(1926 - 1997),In Congress 1963 - 1979,772
https://www.congress.gov/member/richard-lehman/L000225,Representative Richard H. Lehman,(1948 - ),In Congress 1983 - 1995,1636
https://www.congress.gov/member/william-lehman/L000226,Representative William Lehman,(1913 - 2005),In Congress 1973 - 1993,4050
https://www.congress.gov/member/george-leland/L000237,Representative Mickey Leland,(1944 - 1989),In Congress 1979 - 1991,2649
https://www.congress.gov/member/george-lemieux/L000572,Senator George S. LeMieux ,(1969 - ),In Congress 2009 - 2011,186
https://www.congress.gov/member/norman-lent/L000243,Representative Norman F. Lent,(1931 - 2012),In Congress 1971 - 1993,3133
https://www.congress.gov/member/debbie-lesko/L000589,Representative Debbie Lesko,(1958 - ),In Congress 2018 - Present |,466
https://www.congress.gov/member/andy-levin/L000592,Representative Andy Levin,(1960 - ),In Congress 2019 - Present |,540
https://www.congress.gov/member/carl-levin/L000261,Senator Carl Levin,(1934 - ),In Congress 1979 - 2015,8079
https://www.congress.gov/member/mike-levin/L000593,Representative Mike Levin,(1978 - ),In Congress 2019 - Present |,446
https://www.congress.gov/member/sander-levin/L000263,Representative Sander M. Levin,(1931 - ),In Congress 1983 - 2019,5706
https://www.congress.gov/member/mel-levine/L000264,Representative Mel Levine,(1943 - ),In Congress 1983 - 1993,2574
https://www.congress.gov/member/elliott-levitas/L000265,Representative Elliott H. Levitas,(1930 - ),In Congress 1975 - 1985,747
https://www.congress.gov/member/david-levy/L000267,Representative David A. Levy,(1953 - ),In Congress 1993 - 1995,448
https://www.congress.gov/member/jason-lewis/L000587,Representative Jason Lewis,(1955 - ),In Congress 2017 - 2019,133
https://www.congress.gov/member/jerry-lewis/L000274,Representative Jerry Lewis,(1934 - ),In Congress 1979 - 2013,3072
https://www.congress.gov/member/john-lewis/L000287,Representative John Lewis,(1940 - 2020),In Congress 1987 - 2020,8556
https://www.congress.gov/member/ron-lewis/L000293,Representative Ron Lewis,(1946 - ),In Congress 1993 - 2009,1714
https://www.congress.gov/member/thomas-lewis/L000295,Representative Thomas F. Lewis,(1924 - 2003),In Congress 1983 - 1995,2255
https://www.congress.gov/member/joseph-lieberman/L000304,Senator Joseph I. Lieberman,(1942 - ),In Congress 1989 - 2013,5826
https://www.congress.gov/member/ted-lieu/L000582,Representative Ted Lieu,(1969 - ),In Congress 2015 - Present |,2048
https://www.congress.gov/member/jim-lightfoot/L000305,Representative Jim Lightfoot,(1938 - ),In Congress 1985 - 1997,1621
https://www.congress.gov/member/blanche-lincoln/L000035,Senator Blanche L. Lincoln,(1960 - ),"In Congress 1993 - 1997, 1999 - 2011",2752
https://www.congress.gov/member/john-linder/L000321,Representative John Linder,(1942 - ),In Congress 1993 - 2011,1626
https://www.congress.gov/member/daniel-lipinski/L000563,Representative Daniel Lipinski,(1966 - ),In Congress 2005 - Present |,2844
https://www.congress.gov/member/william-lipinski/L000342,Representative William O. Lipinski,(1937 - ),In Congress 1983 - 2005,5192
https://www.congress.gov/member/jerry-litton/L000360,Representative Jerry Litton,(1937 - 1976),In Congress 1973 - 1977,371
https://www.congress.gov/member/robert-livingston/L000371,Representative Bob Livingston,(1943 - ),In Congress 1977 - 2001,2714
https://www.congress.gov/member/jim-lloyd/L000379,Representative James F. Lloyd,(1922 - 2012),In Congress 1975 - 1981,592
https://www.congress.gov/member/marilyn-lloyd/L000381,Representative Marilyn Lloyd,(1929 - 2018),In Congress 1975 - 1995,3517
https://www.congress.gov/member/frank-lobiondo/L000554,Representative Frank A. LoBiondo,(1946 - ),In Congress 1995 - 2019,2985
https://www.congress.gov/member/david-loebsack/L000565,Representative David Loebsack,(1952 - ),In Congress 2007 - Present |,2864
https://www.congress.gov/member/thomas-loeffler/L000396,Representative Tom Loeffler,(1946 - ),In Congress 1979 - 1987,660
https://www.congress.gov/member/zoe-lofgren/L000397,Representative Zoe Lofgren,(1947 - ),In Congress 1995 - Present |,7285
https://www.congress.gov/member/billy-long/L000576,Representative Billy Long,(1955 - ),In Congress 2011 - Present |,1298
https://www.congress.gov/member/cathy-long/L000411,Representative Cathy (Mrs. Gillis) Long,(1924 - 2019),In Congress 1985 - 1987,136
https://www.congress.gov/member/clarence-long/L000413,Representative Clarence D. Long,(1908 - 1994),In Congress 1963 - 1985,1467
https://www.congress.gov/member/gillis-long/L000417,Representative Gillis W. Long,(1923 - 1985),"In Congress 1963 - 1965, 1973 - 1987",701
https://www.congress.gov/member/jill-long/L000420,Representative Jill L. Long,(1952 - ),In Congress 1989 - 1995,804
https://www.congress.gov/member/russell-long/L000428,Senator Russell B. Long,(1918 - 2003),In Congress 1947 - 1987,709
https://www.congress.gov/member/james-longley/L000431,Representative James B. Longley Jr.,(1951 - ),In Congress 1995 - 1997,116
https://www.congress.gov/member/chester-lott/L000447,Senator Trent Lott,(1941 - ),In Congress 1973 - 2007,5052
https://www.congress.gov/member/barry-loudermilk/L000583,Representative Barry Loudermilk,(1963 - ),In Congress 2015 - Present |,584
https://www.congress.gov/member/mia-love/L000584,Representative Mia B. Love,(1975 - ),In Congress 2015 - 2019,423
https://www.congress.gov/member/alan-lowenthal/L000579,Representative Alan S. Lowenthal,(1941 - ),In Congress 2013 - Present |,2885
https://www.congress.gov/member/bill-lowery/L000479,Representative Bill Lowery,(1947 - ),In Congress 1981 - 1993,1508
https://www.congress.gov/member/nita-lowey/L000480,Representative Nita M. Lowey,(1937 - ),In Congress 1989 - Present |,6143
https://www.congress.gov/member/michael-lowry/L000486,Representative Mike Lowry,(1939 - 2017),In Congress 1979 - 1989,2092
https://www.congress.gov/member/frank-lucas/L000491,Representative Frank D. Lucas,(1960 - ),In Congress 1993 - Present |,1880
https://www.congress.gov/member/ken-lucas/L000558,Representative Ken Lucas,(1933 - ),In Congress 1999 - 2005,668
https://www.congress.gov/member/blaine-luetkemeyer/L000569,Representative Blaine Luetkemeyer,(1952 - ),In Congress 2009 - Present |,1687
https://www.congress.gov/member/richard-lugar/L000504,Senator Richard G. Lugar,(1932 - 2019),In Congress 1977 - 2013,5119
https://www.congress.gov/member/michelle-lujan-grisham/L000580,Representative Michelle Lujan Grisham,(1959 - ),In Congress 2013 - 2019,1199
https://www.congress.gov/member/ben-lujan/L000570,Representative Ben Ray Lujan,(1972 - ),In Congress 2009 - Present |,2004
https://www.congress.gov/member/manuel-lujan/L000506,Representative Manuel Lujan Jr.,(1928 - 2019),In Congress 1969 - 1989,1594
https://www.congress.gov/member/charles-luken/L000507,Representative Charles Luken,(1951 - ),In Congress 1991 - 1993,184
https://www.congress.gov/member/thomas-luken/L000508,Representative Thomas A. Luken,(1925 - 2018),"In Congress 1973 - 1975, 1977 - 1991",1916
https://www.congress.gov/member/donald-lukens/L000509,Representative Donald E. Lukens,(1931 - 2010),"In Congress 1967 - 1971, 1987 - 1991",732
https://www.congress.gov/member/cynthia-lummis/L000571,Representative Cynthia M. Lummis,(1954 - ),In Congress 2009 - 2017,1125
https://www.congress.gov/member/stanley-lundine/L000516,Representative Stanley N. Lundine,(1939 - ),In Congress 1975 - 1987,1297
https://www.congress.gov/member/daniel-lungren/L000517,Representative Daniel E. Lungren,(1946 - ),"In Congress 1979 - 1989, 2005 - 2013",2252
https://www.congress.gov/member/elaine-luria/L000591,Representative Elaine G. Luria,(1975 - ),In Congress 2019 - Present |,604
https://www.congress.gov/member/william-luther/L000521,Representative Bill Luther,(1945 - ),In Congress 1995 - 2003,829
https://www.congress.gov/member/stephen-lynch/L000562,Representative Stephen F. Lynch,(1955 - ),In Congress 2001 - Present |,3148
https://www.congress.gov/member/thomas-macarthur/M001193,Representative Thomas MacArthur,(1960 - ),In Congress 2015 - 2019,559
https://www.congress.gov/member/torbert-macdonald/M000005,Representative Torbert H. Macdonald,(1917 - 1976),In Congress 1955 - 1977,155
https://www.congress.gov/member/ronald-machtley/M000015,Representative Ronald K. Machtley,(1948 - ),In Congress 1989 - 1995,1650
https://www.congress.gov/member/connie-mack/M001155,Representative Connie Mack,(1967 - ),In Congress 2005 - 2013,750
https://www.congress.gov/member/connie-mack/M000019,Senator Connie Mack III,(1940 - ),In Congress 1983 - 2001,2550
https://www.congress.gov/member/kenneth-mackay/M000023,Representative Buddy MacKay,(1933 - ),In Congress 1983 - 1989,785
https://www.congress.gov/member/ray-madden/M000039,Representative Ray J. Madden,(1892 - 1987),"In Congress 1943 - 1947, 1973 - 1977",183
https://www.congress.gov/member/edward-madigan/M000041,Representative Edward R. Madigan,(1936 - 1994),In Congress 1973 - 1993,2180
https://www.congress.gov/member/daniel-maffei/M001171,Representative Daniel B. Maffei,(1968 - ),"In Congress 2009 - 2011, 2013 - 2015",603
https://www.congress.gov/member/warren-magnuson/M000053,Senator Warren G. Magnuson,(1905 - 1989),"In Congress 1937 - 1943, 1945 - 1981",846
https://www.congress.gov/member/andrew-maguire/M000058,Representative Andrew Maguire,(1939 - ),In Congress 1975 - 1981,935
https://www.congress.gov/member/george-mahon/M000065,Representative George H. Mahon,(1900 - 1985),In Congress 1935 - 1979,162
https://www.congress.gov/member/tim-mahoney/M001164,Representative Tim Mahoney,(1956 - ),In Congress 2007 - 2009,243
https://www.congress.gov/member/william-mailliard/M000070,Representative William S. Mailliard,(1917 - 1992),In Congress 1953 - 1975,102
https://www.congress.gov/member/denise-majette/M001145,Representative Denise L. Majette,(1955 - ),In Congress 2003 - 2005,214
https://www.congress.gov/member/tom-malinowski/M001203,Representative Tom Malinowski,(1965 - ),In Congress 2019 - Present |,545
https://www.congress.gov/member/richard-mallary/M000078,Representative Richard W. Mallary,(1929 - 2011),In Congress 1971 - 1975,67
https://www.congress.gov/member/carolyn-maloney/M000087,Representative Carolyn B. Maloney,(1946 - ),In Congress 1993 - Present |,7928
https://www.congress.gov/member/james-maloney/M000090,Representative James H. Maloney,(1948 - ),In Congress 1997 - 2003,944
https://www.congress.gov/member/sean-maloney/M001185,Representative Sean Patrick Maloney,(1966 - ),In Congress 2013 - Present |,1780
https://www.congress.gov/member/joe-manchin/M001183,Senator Joe  Manchin III,(1947 - ),In Congress 2010 - Present |,1715
https://www.congress.gov/member/david-mann/M000100,Representative David Mann,(1939 - ),In Congress 1993 - 1995,179
https://www.congress.gov/member/james-mann/M000105,Representative James R. Mann,(1920 - 2010),In Congress 1969 - 1979,465
https://www.congress.gov/member/michael-mansfield/M000113,Senator Mike Mansfield,(1903 - 2001),In Congress 1943 - 1977,491
https://www.congress.gov/member/thomas-manton/M000117,Representative Thomas J. Manton,(1932 - 2006),In Congress 1985 - 1999,2793
https://www.congress.gov/member/donald-manzullo/M001138,Representative Donald A. Manzullo,(1944 - ),In Congress 1993 - 2013,2864
https://www.congress.gov/member/joseph-maraziti/M000121,Representative Joseph J. Maraziti,(1912 - 1991),In Congress 1973 - 1975,156
https://www.congress.gov/member/kenny-marchant/M001158,Representative Kenny Marchant,(1951 - ),In Congress 2005 - Present |,2292
https://www.congress.gov/member/marjorie-margolies-mezvinsky/M000129,Representative Marjorie Margolies-Mezvinsky,(1942 - ),In Congress 1993 - 1995,276
https://www.congress.gov/member/tom-marino/M001179,Representative Tom Marino,(1952 - ),In Congress 2011 - 2019,1031
https://www.congress.gov/member/betsy-markey/M001172,Representative Betsy Markey,(1956 - ),In Congress 2009 - 2011,346
https://www.congress.gov/member/edward-markey/M000133,Senator Edward J. Markey,(1946 - ),In Congress 1977 - Present |,9612
https://www.congress.gov/member/marc-marks/M000136,Representative Marc L. Marks,(1927 - 2018),In Congress 1977 - 1983,406
https://www.congress.gov/member/ron-marlenee/M000139,Representative Ron Marlenee,(1935 - 2020),In Congress 1977 - 1993,1373
https://www.congress.gov/member/dan-marriott/M000143,Representative David Daniel Marriott,(1939 - ),In Congress 1977 - 1985,936
https://www.congress.gov/member/jim-marshall/M001146,Representative Jim Marshall,(1948 - ),In Congress 2003 - 2011,1180
https://www.congress.gov/member/roger-marshall/M001198,Representative Roger W. Marshall,(1960 - ),In Congress 2017 - Present |,673
https://www.congress.gov/member/david-martin/M000174,Representative David O'B. Martin,(1944 - 2012),In Congress 1981 - 1993,1561
https://www.congress.gov/member/david-martin/M000175,Representative David T. Martin,(1907 - 1997),In Congress 1961 - 1975,15
https://www.congress.gov/member/james-martin/M000183,Representative James G. Martin,(1935 - ),In Congress 1973 - 1985,1070
https://www.congress.gov/member/lynn-martin/M000195,Representative Lynn M. Martin,(1939 - ),In Congress 1981 - 1991,1666
https://www.congress.gov/member/matthew-martinez/M000206,Representative Matthew G. Martinez,(1929 - 2011),In Congress 1981 - 2001,5589
https://www.congress.gov/member/mel-martinez/M001162,Senator Mel Martinez,(1946 - ),In Congress 2005 - 2009,887
https://www.congress.gov/member/bill-martini/M000207,Representative William J. Martini,(1947 - ),In Congress 1995 - 1997,175
https://www.congress.gov/member/frank-mascara/M000212,Representative Frank Mascara,(1930 - 2011),In Congress 1995 - 2003,885
https://www.congress.gov/member/eric-massa/M001173,Representative Eric J. J. Massa,(1959 - ),In Congress 2009 - 2010,518
https://www.congress.gov/member/thomas-massie/M001184,Representative Thomas Massie,(1971 - ),In Congress 2012 - Present |,614
https://www.congress.gov/member/brian-mast/M001199,Representative Brian J. Mast,(1980 - ),In Congress 2017 - Present |,598
https://www.congress.gov/member/jim-matheson/M001142,Representative Jim Matheson,(1960 - ),In Congress 2001 - 2015,1580
https://www.congress.gov/member/harlan-mathews/M000236,Senator Harlan Mathews,(1927 - 2014),In Congress 1993 - 1995,188
https://www.congress.gov/member/charles-mathias/M000241,Senator Charles McC. Mathias Jr.,(1922 - 2010),"In Congress 1961 - 1969, 1973 - 1987",2218
https://www.congress.gov/member/robert-mathias/M000242,Representative Robert B. (Bob) Mathias,(1930 - 2006),In Congress 1967 - 1975,77
https://www.congress.gov/member/dawson-mathis/M000244,Representative Dawson Mathis,(1940 - 2017),In Congress 1971 - 1981,813
https://www.congress.gov/member/doris-matsui/M001163,Representative Doris O. Matsui,(1944 - ),In Congress 2005 - Present |,3465
https://www.congress.gov/member/robert-matsui/M000249,Representative Robert T. Matsui,(1941 - 2005),In Congress 1979 - 2004,5610
https://www.congress.gov/member/spark-matsunaga/M000250,Senator Spark M. Matsunaga,(1916 - 1990),In Congress 1963 - 1991,3655
https://www.congress.gov/member/mack-mattingly/M000257,Senator Mack Mattingly,(1931 - ),In Congress 1981 - 1987,898
https://www.congress.gov/member/jim-mattox/M000260,Representative James A. Mattox,(1943 - 2008),In Congress 1977 - 1983,314
https://www.congress.gov/member/nicholas-mavroules/M000264,Representative Nicholas Mavroules,(1929 - 2003),In Congress 1979 - 1993,2453
https://www.congress.gov/member/wiley-mayne/M000286,Representative Wiley Mayne,(1917 - 2007),In Congress 1967 - 1975,152
https://www.congress.gov/member/romano-mazzoli/M000291,Representative Romano L. Mazzoli,(1932 - ),In Congress 1971 - 1995,2833
https://www.congress.gov/member/ben-mcadams/M001209,Representative Ben McAdams,(1974 - ),In Congress 2019 - Present |,212
https://www.congress.gov/member/vance-mcallister/M001192,Representative Vance M. McAllister,(1974 - ),In Congress 2013 - 2015,72
https://www.congress.gov/member/lucy-mcbath/M001208,Representative Lucy McBath,(1960 - ),In Congress 2019 - Present |,323
https://www.congress.gov/member/john-mccain/M000303,Senator John McCain,(1936 - 2018),In Congress 1983 - 2018,7298
https://www.congress.gov/member/alfred-mccandless/M000306,Representative Alfred A. (Al) McCandless,(1927 - 2017),In Congress 1983 - 1995,872
https://www.congress.gov/member/carolyn-mccarthy/M000309,Representative Carolyn McCarthy,(1944 - ),In Congress 1997 - 2015,3718
https://www.congress.gov/member/karen-mccarthy/M000316,Representative Karen McCarthy,(1947 - 2010),In Congress 1995 - 2005,1189
https://www.congress.gov/member/kevin-mccarthy/M001165,Representative Kevin McCarthy,(1965 - ),In Congress 2007 - Present |,646
https://www.congress.gov/member/claire-mccaskill/M001170,Senator Claire McCaskill,(1953 - ),In Congress 2007 - 2019,1875
https://www.congress.gov/member/michael-mccaul/M001157,Representative Michael T. McCaul,(1962 - ),In Congress 2005 - Present |,2769
https://www.congress.gov/member/john-mcclellan/M000332,Senator John L. McClellan,(1896 - 1977),"In Congress 1935 - 1939, 1973 - 1979",206
https://www.congress.gov/member/tom-mcclintock/M001177,Representative Tom McClintock,(1956 - ),In Congress 2009 - Present |,1482
https://www.congress.gov/member/robert-mcclory/M000340,Representative Robert McClory,(1908 - 1988),In Congress 1963 - 1983,803
https://www.congress.gov/member/frank-mccloskey/M000342,Representative Frank McCloskey,(1939 - 2003),In Congress 1983 - 1995,2042
https://www.congress.gov/member/paul-mccloskey/M000343,Representative Paul N. McCloskey Jr.,(1927 - ),In Congress 1967 - 1983,1081
https://www.congress.gov/member/james-mcclure/M000346,Senator James A. McClure,(1924 - 2011),In Congress 1967 - 1991,2513
https://www.congress.gov/member/john-mccollister/M000349,Representative John Y. McCollister,(1921 - 2013),In Congress 1971 - 1977,233
https://www.congress.gov/member/betty-mccollum/M001143,Representative Betty McCollum,(1954 - ),In Congress 2001 - Present |,5606
https://www.congress.gov/member/bill-mccollum/M000350,Representative Bill McCollum,(1944 - ),In Congress 1981 - 2001,3109
https://www.congress.gov/member/mitch-mcconnell/M000355,Senator Mitch McConnell,(1942 - ),In Congress 1985 - Present |,3826
https://www.congress.gov/member/mike-mccormack/M000365,Representative Mike McCormack,(1921 - ),In Congress 1971 - 1981,773
https://www.congress.gov/member/thaddeus-mccotter/M001147,Representative Thaddeus G. McCotter,(1965 - ),In Congress 2003 - 2012,2860
https://www.congress.gov/member/jim-mccrery/M000388,Representative Jim McCrery,(1949 - ),In Congress 1987 - 2011,1746
https://www.congress.gov/member/dave-mccurdy/M000398,Representative Dave McCurdy,(1950 - ),In Congress 1981 - 1995,1040
https://www.congress.gov/member/joseph-mcdade/M000399,Representative Joseph M. McDade,(1931 - 2017),In Congress 1963 - 1999,2903
https://www.congress.gov/member/jim-mcdermott/M000404,Representative Jim McDermott,(1936 - ),In Congress 1989 - 2017,7552
https://www.congress.gov/member/larry-mcdonald/M000413,Representative Lawrence P. McDonald,(1935 - 1983),In Congress 1975 - 1985,1023
https://www.congress.gov/member/a-mceachin/M001200,Representative A. Donald McEachin,(1961 - ),In Congress 2017 - Present |,701
https://www.congress.gov/member/bob-mcewen/M000432,Representative Bob McEwen,(1950 - ),In Congress 1981 - 1993,2475
https://www.congress.gov/member/robert-mcewen/M000433,Representative Robert C. McEwen,(1920 - 1997),In Congress 1965 - 1981,334
https://www.congress.gov/member/john-mcfall/M000436,Representative John J. McFall,(1918 - 2006),In Congress 1957 - 1979,369
https://www.congress.gov/member/gale-mcgee/M000445,Senator Gale W. McGee,(1915 - 1992),In Congress 1959 - 1977,507
https://www.congress.gov/member/george-mcgovern/M000452,Senator George McGovern,(1922 - 2012),"In Congress 1957 - 1961, 1963 - 1981",1229
https://www.congress.gov/member/james-mcgovern/M000312,Representative James P. McGovern,(1959 - ),In Congress 1997 - Present |,9980
https://www.congress.gov/member/raymond-mcgrath/M000458,Representative Raymond J. McGrath,(1942 - ),In Congress 1981 - 1993,2517
https://www.congress.gov/member/paul-mchale/M000466,Representative Paul McHale,(1950 - ),In Congress 1993 - 1999,545
https://www.congress.gov/member/patrick-mchenry/M001156,Representative Patrick T. McHenry,(1975 - ),In Congress 2005 - Present |,1421
https://www.congress.gov/member/john-mchugh/M000472,Representative John M. McHugh,(1948 - ),In Congress 1993 - 2009,2994
https://www.congress.gov/member/matthew-mchugh/M000473,Representative Matthew F. McHugh,(1938 - ),In Congress 1975 - 1993,2243
https://www.congress.gov/member/scott-mcinnis/M000477,Representative Scott McInnis,(1953 - ),In Congress 1993 - 2005,1066
https://www.congress.gov/member/david-mcintosh/M000481,Representative David M. McIntosh,(1958 - ),In Congress 1995 - 2001,809
https://www.congress.gov/member/mike-mcintyre/M000485,Representative Mike McIntyre,(1956 - ),In Congress 1997 - 2015,2649
https://www.congress.gov/member/thomas-mcintyre/M000486,Senator Thomas J. McIntyre,(1915 - 1992),In Congress 1961 - 1979,571
https://www.congress.gov/member/k-mckay/M000490,Representative K. Gunn McKay,(1925 - 2000),In Congress 1971 - 1981,288
https://www.congress.gov/member/howard-mckeon/M000508,"Representative Howard P. ""Buck"" McKeon",(1938 - ),In Congress 1993 - 2015,2200
https://www.congress.gov/member/john-mckernan/M000512,Representative John R. McKernan Jr.,(1948 - ),In Congress 1983 - 1987,582
https://www.congress.gov/member/david-mckinley/M001180,Representative David B. McKinley,(1947 - ),In Congress 2011 - Present |,1594
https://www.congress.gov/member/cynthia-mckinney/M000523,Representative Cynthia A. McKinney,(1955 - ),"In Congress 1993 - 2003, 2005 - 2007",2515
https://www.congress.gov/member/stewart-mckinney/M000527,Representative Stewart B. McKinney,(1931 - 1987),In Congress 1971 - 1989,2105
https://www.congress.gov/member/michael-mcmahon/M001174,Representative Michael E. McMahon,(1957 - ),In Congress 2009 - 2011,410
https://www.congress.gov/member/j-mcmillan/M000566,Representative J. Alex McMillan,(1932 - ),In Congress 1985 - 1995,811
https://www.congress.gov/member/thomas-mcmillen/M000573,Representative Thomas McMillen,(1952 - ),In Congress 1987 - 1993,1226
https://www.congress.gov/member/cathy-rodgers/M001159,Representative Cathy McMorris Rodgers,(1969 - ),In Congress 2005 - Present |,2132
https://www.congress.gov/member/jerry-mcnerney/M001166,Representative Jerry McNerney,(1951 - ),In Congress 2007 - Present |,2649
https://www.congress.gov/member/james-mcnulty/M000589,Representative James F. McNulty Jr.,(1925 - 2009),In Congress 1983 - 1985,579
https://www.congress.gov/member/michael-mcnulty/M000590,Representative Michael R. McNulty,(1947 - ),In Congress 1989 - 2009,4903
https://www.congress.gov/member/martha-mcsally/M001197,Senator Martha McSally,(1966 - ),In Congress 2015 - 2020,986
https://www.congress.gov/member/clem-mcspadden/M000603,Representative Clem Rogers McSpadden,(1925 - 2008),In Congress 1973 - 1975,128
https://www.congress.gov/member/mark-meadows/M001187,Representative Mark Meadows,(1959 - ),In Congress 2013 - 2020,1488
https://www.congress.gov/member/lloyd-meeds/M000626,Representative Lloyd Meeds,(1927 - 2005),In Congress 1965 - 1979,603
https://www.congress.gov/member/martin-meehan/M000627,Representative Martin T. Meehan,(1956 - ),In Congress 1993 - 2007,2464
https://www.congress.gov/member/patrick-meehan/M001181,Representative Patrick Meehan,(1955 - ),In Congress 2011 - 2018,1018
https://www.congress.gov/member/carrie-meek/M000628,Representative Carrie P. Meek,(1926 - ),In Congress 1993 - 2003,1828
https://www.congress.gov/member/kendrick-meek/M001148,Representative Kendrick B. Meek,(1966 - ),In Congress 2003 - 2011,1310
https://www.congress.gov/member/gregory-meeks/M001137,Representative Gregory W. Meeks,(1953 - ),In Congress 1997 - Present |,5048
https://www.congress.gov/member/charlie-melancon/M001161,Representative Charlie Melancon,(1947 - ),In Congress 2005 - 2011,759
https://www.congress.gov/member/john-melcher/M000635,Senator John Melcher,(1924 - 2018),In Congress 1969 - 1989,2568
https://www.congress.gov/member/robert-menendez/M000639,Senator Robert Menendez,(1954 - ),In Congress 1993 - Present |,6613
https://www.congress.gov/member/grace-meng/M001188,Representative Grace Meng,(1975 - ),In Congress 2013 - Present |,2096
https://www.congress.gov/member/jeff-merkley/M001176,Senator Jeff  Merkley ,(1956 - ),In Congress 2009 - Present |,3612
https://www.congress.gov/member/luke-messer/M001189,Representative Luke Messer,(1969 - ),In Congress 2013 - 2019,922
https://www.congress.gov/member/jack-metcalf/M000669,Representative Jack Metcalf,(1927 - 2007),In Congress 1995 - 2001,799
https://www.congress.gov/member/lee-metcalf/M000671,Senator Lee Metcalf,(1911 - 1978),In Congress 1953 - 1979,562
https://www.congress.gov/member/ralph-metcalfe/M000675,Representative Ralph H. Metcalfe,(1910 - 1978),In Congress 1971 - 1979,631
https://www.congress.gov/member/howard-metzenbaum/M000678,Senator Howard M. Metzenbaum,(1917 - 2008),"In Congress 1973 - 1975, 1977 - 1995",5939
https://www.congress.gov/member/daniel-meuser/M001204,Representative Daniel Meuser,(1964 - ),In Congress 2019 - Present |,191
https://www.congress.gov/member/jan-meyers/M000684,Representative Jan Meyers,(1928 - 2019),In Congress 1985 - 1997,2153
https://www.congress.gov/member/helen-meyner/M000685,Representative Helen S. Meyner,(1929 - 1997),In Congress 1975 - 1979,614
https://www.congress.gov/member/edward-mezvinsky/M000686,Representative Edward Mezvinsky,(1937 - ),In Congress 1973 - 1977,213
https://www.congress.gov/member/kweisi-mfume/M000687,Representative Kweisi Mfume,(1948 - ),"In Congress 1987 - 1997, 2020 - Present |",1937
https://www.congress.gov/member/daniel-mica/M000688,Representative Daniel Andrew Mica,(1944 - ),In Congress 1979 - 1989,777
https://www.congress.gov/member/john-mica/M000689,Representative John L. Mica,(1943 - ),In Congress 1993 - 2017,1884
https://www.congress.gov/member/michael-michaud/M001149,Representative Michael H. Michaud,(1955 - ),In Congress 2003 - 2015,3107
https://www.congress.gov/member/robert-michel/M000692,Representative Robert H. Michel,(1923 - 2017),In Congress 1957 - 1995,1708
https://www.congress.gov/member/barbara-mikulski/M000702,Senator Barbara A. Mikulski,(1936 - ),In Congress 1977 - 2017,8611
https://www.congress.gov/member/abner-mikva/M000703,Representative Abner J. Mikva,(1926 - 2016),"In Congress 1969 - 1973, 1975 - 1981",773
https://www.congress.gov/member/dale-milford/M000708,Representative Dale Milford,(1926 - 1997),In Congress 1973 - 1979,335
https://www.congress.gov/member/juanita-millender-mcdonald/M000714,Representative Juanita Millender-McDonald,(1938 - 2007),In Congress 1995 - 2007,2387
https://www.congress.gov/member/brad-miller/M001154,Representative Brad Miller,(1953 - ),In Congress 2003 - 2013,1449
